#                  name    selected    formation_energy
    SCEL8_4_2_1_1_3_2/2           1         -0.04944452
    SCEL8_4_2_1_1_3_2/3           1         -0.01878846
    SCEL8_4_2_1_1_3_2/4           1         -0.01830864
    SCEL8_4_2_1_1_3_2/5           1         -0.05183783
    SCEL8_4_2_1_1_3_2/6           1         -0.03860423
    SCEL8_4_2_1_1_3_2/7           1         -0.08672499
    SCEL8_4_2_1_1_3_2/8           1         -0.05539967
    SCEL8_4_2_1_1_3_2/9           1         -0.01374220
    SCEL8_4_2_1_1_3_2/10          1         -0.04564070
    SCEL8_4_2_1_1_3_2/11          1         -0.05223382
    SCEL8_4_2_1_1_3_2/12          1         -0.03648095
    SCEL8_4_2_1_1_3_2/13          1         -0.07838439
    SCEL8_4_2_1_1_3_2/14          1         -0.05343893
    SCEL8_4_2_1_1_3_2/15          1         -0.09026231
    SCEL8_8_1_1_0_0_3/0           1         -0.03594683
    SCEL8_8_1_1_0_0_3/1           1         -0.05637874
    SCEL8_8_1_1_0_0_3/2           1         -0.08941188
    SCEL8_8_1_1_0_0_3/3           1         -0.05623644
    SCEL8_8_1_1_0_0_3/4           1         -0.08097665
    SCEL8_8_1_1_0_0_3/5           1         -0.05338680
    SCEL8_8_1_1_0_0_3/6           1         -0.05339640
    SCEL8_8_1_1_0_0_3/7           1         -0.06316181
    SCEL8_8_1_1_0_0_3/8           1         -0.04734494
    SCEL8_8_1_1_0_0_3/9           1         -0.06117804
    SCEL8_8_1_1_0_0_3/10          1         -0.03587831
    SCEL8_8_1_1_0_0_3/11          1         -0.04008690
    SCEL8_8_1_1_0_0_3/12          1         -0.02552330
    SCEL8_8_1_1_0_0_3/13          1         -0.03286825
    SCEL8_8_1_1_0_0_3/14          1         -0.01379804
    SCEL8_8_1_1_0_0_3/15          1         -0.02627725
    SCEL8_8_1_1_0_0_3/16          1         -0.02105582
    SCEL8_8_1_1_0_0_3/17          1         -0.00438037
    SCEL8_8_1_1_0_0_5/0           1         -0.03043683
    SCEL8_8_1_1_0_0_5/1           1         -0.05410015
    SCEL8_8_1_1_0_0_5/2           1         -0.05977497
    SCEL8_8_1_1_0_0_5/3           1         -0.02853539
    SCEL8_8_1_1_0_0_5/4           1         -0.07990173
    SCEL8_8_1_1_0_0_5/5           1         -0.03122195
    SCEL8_8_1_1_0_0_5/6           1         -0.05341137
    SCEL8_8_1_1_0_0_5/7           1         -0.06791165
    SCEL8_8_1_1_0_0_5/8           1         -0.04129185
    SCEL8_8_1_1_0_0_5/9           1         -0.05810174
    SCEL8_8_1_1_0_0_5/10          1         -0.02218325
    SCEL8_8_1_1_0_0_5/11          1         -0.01395508
    SCEL8_8_1_1_0_0_5/12          1         -0.00839057
    SCEL8_8_1_1_0_0_5/13          1         -0.02769005
    SCEL8_8_1_1_0_0_5/14          1         -0.00136235
    SCEL8_8_1_1_0_0_5/15          1         -0.01782726
    SCEL8_8_1_1_0_0_5/16          1         -0.00496742
    SCEL8_8_1_1_0_0_5/17          1         -0.00001722
    SCEL8_8_1_1_0_0_6/0           1         -0.05881718
    SCEL8_8_1_1_0_0_6/1           1         -0.05317446
    SCEL8_8_1_1_0_0_6/2           1         -0.05634875
    SCEL8_8_1_1_0_0_6/3           1         -0.03005400
    SCEL8_8_1_1_0_0_6/4           1         -0.08397616
    SCEL8_8_1_1_0_0_6/5           1         -0.05944894
    SCEL8_8_1_1_0_0_6/6           1         -0.02658248
    SCEL8_8_1_1_0_0_6/7           1         -0.08737419
    SCEL8_8_1_1_0_0_6/8           1         -0.08593544
    SCEL8_8_1_1_0_0_6/9           1         -0.05483212
    SCEL8_8_1_1_0_0_6/10          1         -0.06603073
    SCEL8_8_1_1_0_0_6/11          1         -0.02618075
    SCEL8_8_1_1_0_0_6/12          1         -0.10591483
    SCEL8_8_1_1_0_0_6/13          1         -0.06083748
    SCEL8_8_1_1_0_0_6/14          1         -0.07104643
    SCEL8_8_1_1_0_0_6/15          1         -0.03951722
    SCEL8_8_1_1_0_0_6/16          1         -0.03308824
    SCEL8_8_1_1_0_0_6/17          1         -0.01738335
    SCEL8_8_1_1_0_0_6/18          1         -0.08489014
    SCEL8_8_1_1_0_0_6/19          1         -0.02976081
    SCEL8_8_1_1_0_0_6/20          1         -0.05676760
    SCEL8_8_1_1_0_0_6/21          1         -0.02138806
    SCEL8_8_1_1_0_0_6/22          1         -0.02325932
    SCEL8_8_1_1_0_0_6/23          1         -0.00679732
    SCEL8_8_1_1_0_0_7/0           1         -0.03306582
    SCEL8_8_1_1_0_0_7/1           1         -0.01602345
    SCEL8_8_1_1_0_0_7/2           1         -0.03815319
    SCEL8_8_1_1_0_0_7/3           1         -0.02228039
    SCEL8_8_1_1_0_0_7/4           1         -0.06740759
    SCEL8_8_1_1_0_0_7/5           1         -0.02262699
    SCEL8_8_1_1_0_0_7/6           1         -0.01957906
    SCEL8_8_1_1_0_0_7/7           1         -0.03118646
    SCEL8_8_1_1_0_0_7/8           1         -0.02486200
    SCEL8_8_1_1_0_0_7/9           1         -0.01884416
    SCEL8_8_1_1_0_0_7/10          1         -0.00810879
    SCEL8_8_1_1_0_0_7/11          1         -0.00505550
    SCEL8_8_1_1_0_0_7/12          1         -0.06840962
    SCEL8_8_1_1_0_0_7/13          1         -0.04801412
    SCEL8_8_1_1_0_0_7/14          1         -0.03515347
    SCEL8_8_1_1_0_0_7/15          1         -0.03050070
    SCEL8_8_1_1_0_0_7/16          1         -0.02548332
    SCEL8_8_1_1_0_0_7/17          1         -0.02154677
    SCEL8_8_1_1_0_0_7/18          1         -0.02950600
    SCEL8_8_1_1_0_0_7/19          1         -0.02336396
    SCEL8_8_1_1_0_0_7/20          1         -0.00542147
    SCEL8_8_1_1_0_0_7/21          1         -0.01132908
    SCEL8_8_1_1_0_0_7/22          1         -0.00492644
    SCEL8_8_1_1_0_0_7/23          1         -0.00360114
    SCEL8_8_1_1_0_1_0/0           1         -0.03853707
    SCEL8_8_1_1_0_1_0/1           1         -0.03787641
    SCEL8_8_1_1_0_1_0/2           1         -0.04002867
    SCEL8_8_1_1_0_1_0/3           1         -0.02963931
    SCEL8_8_1_1_0_1_0/4           1         -0.08252580
    SCEL8_8_1_1_0_1_0/5           1         -0.04428546
    SCEL8_8_1_1_0_1_0/6           1         -0.03181341
    SCEL8_8_1_1_0_1_0/7           1         -0.06610179
    SCEL8_8_1_1_0_1_0/8           1         -0.05140241
    SCEL8_8_1_1_0_1_0/9           1         -0.03248699
    SCEL8_8_1_1_0_1_0/10          1         -0.04008856
    SCEL8_8_1_1_0_1_0/11          1         -0.01134540
    SCEL8_8_1_1_0_1_0/12          1         -0.08297805
    SCEL8_8_1_1_0_1_0/13          1         -0.05917327
    SCEL8_8_1_1_0_1_0/14          1         -0.05978997
    SCEL8_8_1_1_0_1_0/15          1         -0.05088455
    SCEL8_8_1_1_0_1_0/16          1         -0.03923830
    SCEL8_8_1_1_0_1_0/17          1         -0.02460954
    SCEL8_8_1_1_0_1_0/18          1         -0.06307382
    SCEL8_8_1_1_0_1_0/19          1         -0.02525640
    SCEL8_8_1_1_0_1_0/20          1         -0.05452291
    SCEL8_8_1_1_0_1_0/21          1         -0.02460277
    SCEL8_8_1_1_0_1_0/22          1         -0.04735176
    SCEL8_8_1_1_0_1_0/23          1         -0.01806878
    SCEL8_8_1_1_0_4_3/0           1         -0.02732269
    SCEL8_8_1_1_0_4_3/1           1         -0.04970039
    SCEL8_8_1_1_0_4_3/2           1         -0.00765481
    SCEL8_8_1_1_0_4_3/3           1         -0.04807710
    SCEL8_8_1_1_0_4_3/4           1         -0.03553172
    SCEL8_8_1_1_0_4_3/5           1         -0.06300308
    SCEL8_8_1_1_0_4_3/6           1         -0.04341632
    SCEL8_8_1_1_0_4_3/7           1         -0.01365317
    SCEL8_8_1_1_0_4_3/8           1         -0.04647536
    SCEL8_8_1_1_0_4_3/9           1         -0.03033165
    SCEL8_8_1_1_0_4_3/10          1         -0.05176956
    SCEL8_8_1_1_0_4_3/11          1         -0.04494072
    SCEL8_8_1_1_0_4_3/12          1         -0.06919739
    SCEL8_8_1_1_0_4_3/13          1         -0.03651522
    SCEL8_8_1_1_0_4_3/14          1         -0.04997847
    SCEL8_8_1_1_0_4_3/15          1         -0.05441505
    SCEL8_8_1_1_0_4_3/16          1         -0.06719520
    SCEL8_8_1_1_0_4_3/17          1         -0.03318836
    SCEL8_8_1_1_0_5_2/0           1         -0.04971455
    SCEL8_8_1_1_0_5_2/1           1         -0.07462497
    SCEL8_8_1_1_0_5_2/2           1         -0.08000258
    SCEL8_8_1_1_0_5_2/3           1         -0.05675456
    SCEL8_8_1_1_0_5_2/4           1         -0.10377156
    SCEL8_8_1_1_0_5_2/5           1         -0.09814148
    SCEL8_8_1_1_0_5_2/6           1         -0.04461945
    SCEL8_8_1_1_0_5_2/8           1         -0.03346549
    SCEL8_8_1_1_0_5_2/9           1         -0.04876361
    SCEL8_8_1_1_0_5_2/10          1         -0.10388932
    SCEL8_8_1_1_0_5_2/11          1         -0.03415869
    SCEL8_8_1_1_0_5_2/12          1         -0.12355070
    SCEL8_8_1_1_0_5_2/13          1         -0.07971580
    SCEL8_8_1_1_0_5_2/14          1         -0.07986446
    SCEL8_8_1_1_0_5_2/15          1         -0.04595291
    SCEL8_8_1_1_0_5_2/16          1         -0.09051272
    SCEL8_8_1_1_0_5_2/17          1         -0.03964940
    SCEL8_8_1_1_0_5_2/18          1         -0.10360926
    SCEL8_8_1_1_0_5_2/19          1         -0.05466114
    SCEL8_8_1_1_0_5_2/20          1         -0.07666339
    SCEL8_8_1_1_0_5_2/21          1         -0.03576738
    SCEL8_8_1_1_0_5_2/22          1         -0.05081061
    SCEL8_8_1_1_0_5_2/23          1         -0.02659975
